"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","PowerShellCount","PowerShellWorkingSetMiB"
"250","2026-07-18T11:01:43.6542368+00:00","0.1383","204.719","205.23","46","605","28","2065.727","18","1787.414"
"251","2026-07-18T11:01:44.7682129+00:00","0.4909","204.863","205.375","46","605","28","2066.02","18","1787.562"
"252","2026-07-18T11:01:45.8827694+00:00","0.1402","204.855","205.34","45","603","28","2066.125","18","1787.676"
"253","2026-07-18T11:01:46.9976121+00:00","0.2102","204.867","205.352","45","603","28","2066.25","18","1787.789"
"254","2026-07-18T11:01:48.1171905+00:00","0.2791","204.879","205.363","45","603","28","2066.406","18","1787.934"
"255","2026-07-18T11:01:49.2309764+00:00","0.1403","204.887","205.371","45","603","28","2066.512","18","1788.031"
"256","2026-07-18T11:01:50.3758244+00:00","0.7506","205.488","205.828","49","607","28","2067.234","18","1788.145"
"257","2026-07-18T11:01:51.5115896+00:00","0.6879","205.48","205.82","49","607","28","2070.637","18","1789.941"
"258","2026-07-18T11:01:52.6256786+00:00","0.3506","206.387","206.699","48","605","28","2071.648","18","1790.047"
"259","2026-07-18T11:01:53.7408502+00:00","0.4203","205.48","205.82","49","607","28","2070.891","18","1790.195"
"260","2026-07-18T11:01:54.8531040+00:00","0","205.066","205.352","47","603","28","2071.941","18","1791.66"
"261","2026-07-18T11:01:56.0080161+00:00","0.1353","205.113","205.398","47","603","28","2072.109","18","1791.781"
"262","2026-07-18T11:01:57.1544847+00:00","0.0681","205.164","205.449","47","603","28","2072.297","18","1791.918"
"263","2026-07-18T11:01:58.2711678+00:00","0.5597","205.16","205.445","47","603","28","2072.395","18","1792.02"
"264","2026-07-18T11:01:59.3912972+00:00","0.7672","205.469","205.809","49","607","28","2072.832","18","1792.148"
"265","2026-07-18T11:02:00.5034149+00:00","0.4917","205.469","205.809","49","607","28","2072.945","18","1792.262"
"266","2026-07-18T11:02:01.6337550+00:00","0.4838","205.414","205.723","48","605","28","2073.004","18","1792.375"
"267","2026-07-18T11:02:02.7667282+00:00","0.4137","205.5","205.836","49","605","28","2073.223","18","1792.508"
"268","2026-07-18T11:02:03.8821826+00:00","0.2802","205.047","205.328","47","603","28","2072.883","18","1792.621"
"269","2026-07-18T11:02:05.0009173+00:00","0.1397","205.102","205.383","47","603","28","2073.094","18","1792.777"
"270","2026-07-18T11:02:06.1336638+00:00","0.069","205.16","205.441","47","603","28","2073.254","18","1792.879"
"271","2026-07-18T11:02:07.2715538+00:00","0.1373","205.152","205.434","47","603","28","2073.355","18","1792.988"
"272","2026-07-18T11:02:08.4034009+00:00","0.4832","205.492","205.832","49","607","28","2073.836","18","1793.129"
"273","2026-07-18T11:02:09.5103072+00:00","0.9175","205.453","205.789","49","607","28","2073.895","18","1793.227"
"274","2026-07-18T11:02:10.6133211+00:00","0.425","205.406","205.711","48","605","28","2073.992","18","1793.371"
"275","2026-07-18T11:02:11.7310429+00:00","0.4194","205.461","205.777","48","606","28","2074.137","18","1793.461"
"276","2026-07-18T11:02:12.8517311+00:00","0.2091","205.176","205.438","46","602","28","2073.957","18","1793.566"
"277","2026-07-18T11:02:13.9574179+00:00","0.0707","205.094","205.355","46","602","28","2074.016","18","1793.707"
"278","2026-07-18T11:02:15.0710365+00:00","0.3508","205.098","205.359","46","602","28","2074.164","18","1793.852"
"279","2026-07-18T11:02:16.2221524+00:00","0.1357","205.141","205.402","46","602","28","2074.324","18","1793.969"
"280","2026-07-18T11:02:17.3419632+00:00","0.0698","205.426","205.746","48","606","28","2074.742","18","1794.102"
"281","2026-07-18T11:02:18.4751163+00:00","1.1031","205.461","205.781","48","606","28","2074.871","18","1794.195"
"282","2026-07-18T11:02:19.6020201+00:00","0.3466","206","206.289","47","604","28","2074.859","18","1794.324"
"283","2026-07-18T11:02:20.7428540+00:00","0.4794","205.477","205.793","48","606","28","2075.137","18","1794.445"
"284","2026-07-18T11:02:21.8639557+00:00","0.2091","205.16","205.422","46","602","28","2074.93","18","1794.555"
"285","2026-07-18T11:02:22.9839970+00:00","0.2093","205.172","205.434","46","602","28","2075.055","18","1794.668"
"286","2026-07-18T11:02:24.1002987+00:00","0.2799","205.082","205.344","46","602","28","2075.09","18","1794.793"
"287","2026-07-18T11:02:25.2246537+00:00","0.139","205.109","205.371","46","602","28","2075.277","18","1794.953"
"288","2026-07-18T11:02:26.3568420+00:00","0.069","205.328","205.645","48","606","28","2075.605","18","1795.062"
"289","2026-07-18T11:02:27.4740433+00:00","0.979","205.418","205.738","48","606","28","2075.801","18","1795.168"
"290","2026-07-18T11:02:28.5931745+00:00","0.349","205.152","205.414","46","602","28","2075.668","18","1795.301"
"291","2026-07-18T11:02:29.7122822+00:00","0.6283","205.469","205.785","48","606","28","2076.086","18","1795.402"
"292","2026-07-18T11:02:30.8399518+00:00","0.1386","205.168","205.426","46","602","28","2075.93","18","1795.547"
"293","2026-07-18T11:02:32.0070537+00:00","0.2678","205.172","205.43","46","602","28","2076.031","18","1795.645"
"294","2026-07-18T11:02:33.1212030+00:00","0.1402","205.164","205.422","46","602","28","2076.145","18","1795.766"
"295","2026-07-18T11:02:34.2547988+00:00","0.2068","205.059","205.316","46","602","28","2076.238","18","1795.934"
"296","2026-07-18T11:02:35.3697584+00:00","0.6306","205.387","205.699","48","604","28","2076.641","18","1796.039"
"297","2026-07-18T11:02:36.4974970+00:00","0.6235","205.387","205.699","48","606","28","2076.762","18","1796.16"
"298","2026-07-18T11:02:37.6049241+00:00","0.4233","205.145","205.402","46","602","28","2076.641","18","1796.281"
"299","2026-07-18T11:02:38.7243683+00:00","0.6979","205.453","205.766","48","606","28","2077.039","18","1796.371"
"300","2026-07-18T11:02:39.8559487+00:00","0.2762","205.172","205.43","46","602","28","2076.918","18","1796.531"
"301","2026-07-18T11:02:40.9753600+00:00","0.2792","205.152","205.41","46","602","28","2076.992","18","1796.625"
"302","2026-07-18T11:02:42.1244090+00:00","0.136","205.18","205.438","46","602","28","2077.148","18","1796.754"
"303","2026-07-18T11:02:43.2529781+00:00","0","204.961","205.219","46","602","28","2077.082","18","1796.898"
"304","2026-07-18T11:02:44.3712903+00:00","0.0699","205.098","205.383","47","604","28","2077.32","18","1797.008"
"305","2026-07-18T11:02:45.4868054+00:00","0.8404","205.207","205.523","48","606","28","2077.707","18","1797.129"
"306","2026-07-18T11:02:46.6341727+00:00","0.5447","205.148","205.41","46","602","28","2077.621","18","1797.258"
"307","2026-07-18T11:02:47.8103255+00:00","0.6642","205.402","205.723","48","604","28","2077.98","18","1797.363"
"308","2026-07-18T11:02:48.9455734+00:00","0.2065","205.164","205.426","46","602","28","2077.883","18","1797.504"
"309","2026-07-18T11:02:50.1065199+00:00","0.1346","205.152","205.414","46","602","28","2077.965","18","1797.598"
"310","2026-07-18T11:02:51.2191235+00:00","0.1404","205.184","205.445","46","602","28","2078.141","18","1797.742"
"311","2026-07-18T11:02:52.3484439+00:00","0.1384","205.145","205.434","47","604","28","2078.266","18","1797.906"
"312","2026-07-18T11:02:53.5101788+00:00","0.3362","205.305","205.621","48","604","28","2078.438","18","1797.984"
"313","2026-07-18T11:02:54.6411351+00:00","0.898","205.359","205.648","48","612","28","2079.102","18","1798.527"
"314","2026-07-18T11:02:55.7569708+00:00","0.3501","205.219","205.453","46","608","28","2079.836","18","1799.402"
"315","2026-07-18T11:02:56.8729214+00:00","0.5601","205.434","205.75","48","612","28","2080.375","18","1799.727"
"316","2026-07-18T11:02:57.9908295+00:00","0.5591","205.023","205.441","46","608","28","2080.094","18","1799.867"
"317","2026-07-18T11:02:59.1831505+00:00","0.131","205.027","205.457","46","608","28","2080.219","18","1799.973"
"318","2026-07-18T11:03:00.2957242+00:00","0.0702","205.02","205.449","46","608","28","2080.348","18","1800.098"
"319","2026-07-18T11:03:01.4109976+00:00","0","204.855","205.285","46","608","28","2080.438","18","1800.258"
"320","2026-07-18T11:03:02.5271956+00:00","0.28","204.969","205.426","47","610","28","2080.562","18","1800.371"
"321","2026-07-18T11:03:03.6579848+00:00","1.0363","205.219","205.703","48","612","28","2080.91","18","1800.477"
"322","2026-07-18T11:03:04.8024701+00:00","0.4778","205.016","205.438","46","608","28","2080.812","18","1800.582"
"323","2026-07-18T11:03:05.9300187+00:00","0.6929","205.285","205.762","48","612","28","2081.199","18","1800.699"
"324","2026-07-18T11:03:07.0755344+00:00","0.2046","205.027","205.449","46","608","28","2081.086","18","1800.844"
"325","2026-07-18T11:03:08.1952342+00:00","0.1395","205.039","205.461","46","608","28","2081.215","18","1800.961"
"326","2026-07-18T11:03:09.3229998+00:00","0.1385","205.02","205.441","46","608","28","2081.332","18","1801.094"
"327","2026-07-18T11:03:10.4574146+00:00","0.2066","204.922","205.344","46","608","28","2081.395","18","1801.254"
"328","2026-07-18T11:03:11.6029499+00:00","0.341","205.016","205.465","47","610","28","2081.602","18","1801.371"
"329","2026-07-18T11:03:12.7208207+00:00","1.0483","205.254","205.734","48","612","28","2081.961","18","1801.492"
"330","2026-07-18T11:03:13.8248073+00:00","0.4246","205.016","205.438","46","608","28","2081.824","18","1801.594"
"331","2026-07-18T11:03:14.9850015+00:00","0.6734","205.332","205.809","48","612","28","2082.242","18","1801.695"
"332","2026-07-18T11:03:16.1434630+00:00","0.3372","205.031","205.453","46","608","28","2082.07","18","1801.824"
"333","2026-07-18T11:03:17.2752884+00:00","0.1381","205.043","205.465","46","608","28","2082.215","18","1801.957"
"334","2026-07-18T11:03:18.3866337+00:00","0.2109","205.031","205.453","46","608","28","2082.344","18","1802.098"
"335","2026-07-18T11:03:19.5133559+00:00","0.1387","205.055","205.477","46","608","28","2082.273","18","1802.23"
"336","2026-07-18T11:03:20.6183436+00:00","0.4949","204.996","205.445","47","610","28","2082.559","18","1802.348"
"337","2026-07-18T11:03:21.7471697+00:00","0.5537","206.387","206.863","48","610","28","2082.773","18","1802.469"
"338","2026-07-18T11:03:22.8742704+00:00","0.5545","205.031","205.449","46","608","28","2082.828","18","1802.582"
"339","2026-07-18T11:03:23.9879168+00:00","0.4911","205.188","205.66","48","612","28","2083.125","18","1802.688"
"340","2026-07-18T11:03:25.1037535+00:00","0.21","205.027","205.445","46","608","28","2083.023","18","1802.781"
"341","2026-07-18T11:03:26.2320409+00:00","0.0692","205.012","205.43","46","608","28","2083.145","18","1802.918"
"342","2026-07-18T11:03:27.3767170+00:00","0.2048","205.035","205.453","46","608","28","2083.297","18","1803.047"
"343","2026-07-18T11:03:28.5081114+00:00","0.2762","205.023","205.441","46","608","28","2083.43","18","1803.188"
"344","2026-07-18T11:03:29.6225060+00:00","0.2804","205.285","205.73","47","610","28","2083.398","18","1803.32"
"345","2026-07-18T11:03:30.7534234+00:00","0.7599","204.988","205.434","47","610","28","2083.648","18","1803.445"
"346","2026-07-18T11:03:31.8838501+00:00","0.4147","204.949","205.355","45","608","28","2083.727","18","1803.562"
"347","2026-07-18T11:03:33.0152503+00:00","0.4834","205.258","205.723","47","612","28","2083.438","18","1803.414"
"348","2026-07-18T11:03:34.1313402+00:00","0.14","204.898","205.387","45","608","28","2083.113","18","1803.477"
"349","2026-07-18T11:03:35.2484871+00:00","0.1399","204.902","205.391","45","608","28","2083.254","18","1803.613"
"350","2026-07-18T11:03:36.4042013+00:00","0.2704","204.926","205.414","45","608","28","2083.324","18","1803.66"
"351","2026-07-18T11:03:37.5180730+00:00","0.1403","204.93","205.418","45","608","28","2083.449","18","1803.781"
"352","2026-07-18T11:03:38.6303006+00:00","0.3512","205.148","205.664","46","610","28","2083.797","18","1803.91"
"353","2026-07-18T11:03:39.7626003+00:00","0.621","204.805","205.348","47","612","28","2083.59","18","1804.047"
"354","2026-07-18T11:03:40.8781348+00:00","0.5603","204.848","205.336","45","608","28","2083.719","18","1804.133"
"355","2026-07-18T11:03:41.9906771+00:00","0.4213","205.09","205.637","47","612","28","2084.109","18","1804.27"
"356","2026-07-18T11:03:43.1101070+00:00","0.3489","204.906","205.395","45","608","28","2084.02","18","1804.375"
"357","2026-07-18T11:03:44.2263967+00:00","0.21","204.902","205.391","45","608","28","2084.129","18","1804.488"
"358","2026-07-18T11:03:45.3542596+00:00","0.1385","204.895","205.383","45","608","28","2084.234","18","1804.602"
"359","2026-07-18T11:03:46.4652185+00:00","0.2813","204.926","205.414","45","608","28","2084.379","18","1804.715"
"360","2026-07-18T11:03:47.5723183+00:00","0.3528","205.152","205.668","46","610","28","2084.746","18","1804.855"
"361","2026-07-18T11:03:48.6983325+00:00","0.5551","205.266","205.809","47","612","28","2085.023","18","1805.02"
"362","2026-07-18T11:03:49.8205116+00:00","0.6266","205.207","205.695","45","608","28","2085.07","18","1805.125"
"363","2026-07-18T11:03:50.9498435+00:00","0.4151","205.109","205.656","47","612","28","2085.082","18","1805.234"
"364","2026-07-18T11:03:52.0800430+00:00","0.3456","204.867","205.352","45","608","28","2084.961","18","1805.352"
"365","2026-07-18T11:03:53.1967025+00:00","0.5597","204.91","205.391","45","608","28","2085.113","18","1805.465"
"366","2026-07-18T11:03:54.3136034+00:00","0.1399","204.91","205.391","45","608","28","2085.219","18","1805.57"
"367","2026-07-18T11:03:55.4265892+00:00","0.0702","204.898","205.379","45","608","28","2085.34","18","1805.703"
"368","2026-07-18T11:03:56.5542587+00:00","0.5542","205.188","205.695","46","610","28","2085.734","18","1805.809"
"369","2026-07-18T11:03:57.6713068+00:00","0.3497","205.281","205.816","47","612","28","2085.973","18","1805.953"
"370","2026-07-18T11:03:58.7733337+00:00","0.7089","205.277","205.781","46","610","28","2086.102","18","1806.086"
"371","2026-07-18T11:03:59.8786093+00:00","0.4241","205.168","205.672","46","610","28","2086.141","18","1806.234"
"372","2026-07-18T11:04:01.0075056+00:00","0.4152","204.734","205.211","45","608","28","2085.781","18","1806.309"
"373","2026-07-18T11:04:02.1520081+00:00","0.2048","204.832","205.309","45","608","28","2086.012","18","1806.441"
"374","2026-07-18T11:04:03.2598461+00:00","0.2116","204.895","205.371","45","608","28","2086.184","18","1806.551"
"375","2026-07-18T11:04:04.3842811+00:00","0.139","204.902","205.379","45","608","28","2086.305","18","1806.664"
"376","2026-07-18T11:04:05.5109669+00:00","0.5547","205.109","205.613","46","610","28","2086.633","18","1806.785"
"377","2026-07-18T11:04:06.6376976+00:00","0.5547","205.238","205.77","47","612","28","2087.574","18","1806.902"
"378","2026-07-18T11:04:07.7510197+00:00","0.5614","205.246","205.777","47","612","28","2087.012","18","1807.027"
"379","2026-07-18T11:04:08.8657178+00:00","0.3504","205.188","205.691","46","610","28","2087.121","18","1807.195"
"380","2026-07-18T11:04:09.9979594+00:00","0.483","205.211","205.688","45","608","28","2087.258","18","1807.309"
"381","2026-07-18T11:04:11.1027272+00:00","0.2829","204.961","205.438","45","608","28","2087.129","18","1807.43"
"382","2026-07-18T11:04:12.2160292+00:00","0.421","204.895","205.371","45","608","28","2087.164","18","1807.527"
"383","2026-07-18T11:04:13.3295366+00:00","0.1403","204.852","205.332","45","608","28","2087.234","18","1807.645"
"384","2026-07-18T11:04:14.4427583+00:00","0.3509","205.027","205.535","46","610","28","2087.52","18","1807.75"
"385","2026-07-18T11:04:15.5621196+00:00","0.4886","205.168","205.703","47","612","28","2087.828","18","1807.891"
"386","2026-07-18T11:04:16.6782347+00:00","0.56","205.199","205.734","47","612","28","2087.926","18","1807.984"
"387","2026-07-18T11:04:17.7839215+00:00","0.212","205.164","205.672","46","610","28","2088.02","18","1808.117"
"388","2026-07-18T11:04:18.8953802+00:00","0.3515","205.184","205.691","46","610","28","2088.184","18","1808.262"
"389","2026-07-18T11:04:20.0032765+00:00","0.0705","204.926","205.406","45","608","28","2088.066","18","1808.402"
"390","2026-07-18T11:04:21.1043027+00:00","0","204.957","205.438","45","608","28","2088.203","18","1808.508"
"391","2026-07-18T11:04:22.2160108+00:00","0.1405","204.945","205.426","45","608","28","2088.305","18","1808.621"
"392","2026-07-18T11:04:23.3183974+00:00","0.0709","204.832","205.312","45","608","28","2088.297","18","1808.727"
"393","2026-07-18T11:04:24.4372373+00:00","0.7681","205.172","205.711","47","612","28","2088.75","18","1808.84"
"394","2026-07-18T11:04:25.5482273+00:00","0.5626","205.207","205.738","47","610","28","2088.891","18","1808.945"
"395","2026-07-18T11:04:26.6780545+00:00","0.4149","205.105","205.609","46","610","28","2088.93","18","1809.078"
"396","2026-07-18T11:04:27.7935244+00:00","0.6303","205.27","205.801","47","612","28","2089.207","18","1809.199"
"397","2026-07-18T11:04:28.9130027+00:00","0.2094","204.93","205.402","45","608","28","2089.004","18","1809.336"
